company	address	city	state	zip_code	lat	lon	website
Brausch Brewery	1030 S South St	Wilmington	OH	45177-2924	39.431339	-83.831314	
Record Street Brewing Co	9850 Copenhagen	Reno	NV	89521	39.43582	-119.715024	
Bavarian Brothers Brewing	164 Shepherd Grade Rd	Shepherdstown	WV	25443-4601	39.436668	-77.804709	
Monocacy Brewing Co	1781 N Market St	Frederick	MD	21701-4305	39.440375	-77.39924	
Farmers Brewing Co	880 County RD WW	Princeton	CA	95970	39.441168	-122.030447	www.farmersbrewing.com
High Ground Brewing	102 Railroad Ave	Terra Alta	WV	26764	39.444947	-79.547001	www.highgroundbrewing.co
Rivertown Brewing Co - Monroe Barrel House	6550 Hamilton Lebanon Rd	Monroe	OH	45044-9285	39.445728	-84.41009	www.rivertownbrewery.com
Garden State Beer Company	247 E White Horse Pike	Galloway	NJ	08205-9563	39.446038	-74.527531	www.gardenstatebeerco.com
North Coast Brewing Co Inc.	455 N Main St	Fort Bragg	CA	95437-3215	39.446475	-123.806228	www.northcoastbrewing.com
Volunteer Brewing Company	120 W Main St	Middletown	DE	19709-1040	39.449259	-75.719594	www.VolunteerBrewing.com
Overtime Brewing	190 E Elm St	Fort Bragg	CA	95437	39.451652	-123.804738	www.overtimebrewing.com
MillerCoors Brewing Co - Trenton	2525 Wayne Madison Rd	Trenton	OH	45067-9760	39.455986	-84.477035	www.millerbrewing.com
Milkhouse Brewery at Stillpoint Farm	8253 Dollyhyde Rd	Mount Airy	MD	21771-9404	39.459228	-77.226655	www.milkhousebrewery.com
Terre Haute Brewing Company	401 S 9th St	Terre Haute	IN	47807-4417	39.46222	-87.404674	www.terrehautebrewingcompany.com
FigLeaf Brewing Company	3387 Cincinnati Dayton Rd	Middletown	OH	45044-8905	39.464885	-84.347878	www.figleafbrewing.com
Feather Falls Brewing Co	3 Alverda Dr	Oroville	CA	95966-9379	39.467152	-121.51565	www.featherfallscasino.com
Frey's Brewing Company	8601 Mapleville Rd	Mount Airy	MD	21771-9705	39.470451	-77.203994	www.freysbrewing.com
StoneyHead Brewing LLC	5301 Longley Ln Ste 84C	Reno	NV	89511-1873	39.474462	-119.766995	www.stoneyheadbrewing.com
Old 41 Brewing Company	729 N 7th St	Terre Haute	IN	47807	39.475713	-87.406959	www.old41brewing.com
Great Basin Brewing Co	5525 S Virginia St	Reno	NV	89502-6085	39.476256	-119.789981	www.greatbasinbrewingco.com
Breckenridge Brewery & Pub	600 S Main St	Breckenridge	CO	80424-0075	39.476264	-106.043942	www.breckbrewpub.com
Shale Creek Brewing	178 W Jefferson St	Franklin	IN	46131	39.480556	-86.058465	www.shalecreekbrewing.com
The Rambling Root	101 Fairmont Ave	Fairmont	WV	26554	39.482139	-80.146796	www.theramblingroot.com
B.C. Brewery	10950 Gilroy Rd Ste F	Hunt Valley	MD	21031-1327	39.482799	-76.66188	www.bcbrewerymd.com
Brinx Jones Brewery	613 E Landis Ave	Vineland	NJ	8360	39.485651	-75.022738	www.brinxjones.com
Welcome Home Brewery	19523 Hess Rd Ste 103	Parker	CO	80134	39.494379	-104.763203	facebook.com/welcomehomebrewery
Great Basin Brewing Co - Production Facility	1155 S Rock Blvd Ste 490	Reno	NV	89502-7174	39.494526	-119.748902	www.greatbasinbrewingco.com
Silver Peak Restaurant and Brewery	124 Wonder St	Reno	NV	89502-2424	39.51377	-119.805959	www.silverpeakbrewery.com
Miner??s Alley Brewing Company	2053 Montgomery St	Oroville	CA	95965-4947	39.513989	-121.554839	www.minersalleybrewingco.com
Broken Compass Brewing	68 Continental Ct Unit B-12	Breckenridge	CO	80424-8515	39.514841	-106.053464	www.brokencompassbrewing.com
Casey Brewing and Blending	3421 Grand Ave Ste 4D	Glenwood Springs	CO	81601-4493	39.515691	-107.319734	www.caseybrewing.com
Rolling Mill Brewing Company	916 1st Ave	Middletown	OH	45044-8217	39.516031	-84.406592	www.rollingmillbc.com
Brasserie Saint James	901 S Center St	Reno	NV	89501-2307	39.516522	-119.807446	www.brasseriesaintjames.com
Brasserie Saint James - The Saint Barrelhouse	761 S. Virginia St	Reno	NV	89501-2307	39.517244	-119.809165	
Reno Brewery	438 Roberts St	Reno	NV	89502-1807	39.519921	-119.803911	www.renobrewery.com
Bayheads Brewing Company	2525 Augustine Herman Hwy Ste D	Chesapeake City	MD	21915	39.520545	-75.819154	www.bayheadsbrewing.com
The Brewer's Cabinet	475 S Arlington Ave Ste 1C	Reno	NV	89501-2099	39.520561	-119.817295	www.thebrewerscabinet.com
Taxman Brewing Co	13 S Baldwin St	Bargersville	IN	46106-9089	39.520959	-86.167006	www.taxmanbrewing.com
Barnett and Son Brewing Company	18425 Pony Express Dr Unit 125	Parker	CO	80134-9605	39.522418	-104.775106	
Battle BornÃ‚Â® Beer	100 N Arlington Ave Ste 100	Reno	NV	#N/A	39.525442	-119.816662	battleborn.beer
10 Torr Distilling and Brewing	490 Mill St	Reno	NV	89502	39.52565	-119.805773	www.10torr.com
Occidental Brewing	865 S Rock Blvd	Sparks	NV	97203-5465	39.526747	-119.767377	
Downhill Brewing	18921 Plaza Dr Ste 104	Parker	CO	80134-9679	39.526998	-104.770026	www.downhillbrews.com
IMBIB Custom Brews	785 E 2nd St	Reno	NV	89502-1018	39.527645	-119.801005	www.imbib.beer
The Brew Brothers/Eldorado Hotel and Casino	345 N Virginia St	Reno	NV	89501-1136	39.529412	-119.814496	www.eldoradoresorts.com
Revision Brewing Company	380 S Rock Blvd	Sparks	NV	89431-5545	39.531078	-119.765898	www.revisionbrewing.com
The Depot Craft Brewery Distillery	325 E 4th St	Reno	NV	89512-3313	39.531089	-119.809568	www.thedepotreno.com
Lead Dog Brewing	415 E 4th St	Reno	NV	89512-3315	39.531477	-119.808397	www.leaddogbrewing.com
Pigeon Head Brewery	840 E 5th St	Reno	NV	89512-3508	39.533194	-119.802875	www.pigeonheadbrewery.com
AleCraft Brewery	319 South Main St.	Bel Air	MD	21014-3704	39.533615	-76.345915	www.alecraftbrewery.com
Great Basin Brewing Co	846 Victorian Ave	Sparks	NV	89502-6085	39.535102	-119.754119	www.greatbasinbrewingco.com
Independent Brewing Company	418 N Main St	Bel Air	MD	21014-3509	39.53973	-76.356199	www.independentbrew.com
Living the Dream Brewing Co.	12305 Dumont Way Unit A	Littleton	CO	80125-9788	39.540305	-105.039971	www.livingthedreambrewing.com
Brewery 33 Hocking Hills, LLC	12684 College Prospect Dr	Logan	OH	43138-8983	39.544449	-82.449537	
Short Story Brewing	5904 Fairmont Rd	Rivesville	WV	26588-8844	39.544666	-80.119315	www.shortstorybrewing.com
1623 Brewing CO, llc	1146 Colonel Joshua Ct	Westminister	MD	21157	39.546284	-76.998296	www.1623brewing.com
Glenwood Canyon Brewing Co	402 7th St	Glenwood Springs	CO	81601-3406	39.547325	-107.322955	www.glenwoodcanyon.com
Grist Brewing Company	9150 Commerce Center Cir Ste 300	Highlands Ranch	CO	80129-1563	39.549078	-105.033878	gristbrewingcompany.com
Los Dos Potrillos Mexican Restaurant y CervecerÃƒÂ­a	19340 Cottonwood Drv	Parker	CO	#N/A	39.552097	-104.773484	www.los2potrillos.com
Berkeley Springs Brewing Co	110 Michigan Ln	Berkeley Springs	WV	25411-3008	39.552557	-78.18773	www.berkeleyspringsbrewingcompany.com
Grist Brewing Company - Lone Tree	9535 Park Meadows Dr Ste F	Lone Tree	CO	80124	39.554819	-104.878993	
Rock Bottom Brewery - Highlands Ranch	1505 Park Central Dr	Highlands Ranch	CO	80129-6686	39.555146	-105.007532	
Pub Dog Brewing Company	1203 New Windsor Rd	Westminster	MD	21158-6704	39.555943	-77.041059	www.pubdog.com
Nailers Brewing Company	6001 N US Highway 31	Whiteland	IN	46184	39.556509	-86.089432	
HighSide Brewery	PO Box 5376	Frisco	CO	80443	39.558929	-106.133183	www.highsidebrewing.com
C.B. and Potts/Big Horn Brewery - Highlands Ranch	43 W Centennial Blvd	Highlands Ranch	CO	80129-2323	39.56224	-104.988576	www.cbpotts.com
Lone Tree Brewing Co	8222 Park Meadows Dr	Lone Tree	CO	80124-2746	39.562452	-104.893225	www.lonetreebrewingco.com
Big Leaf Brewing	1320 Durkees Ferry Rd	West Terre Haute	IN	47885-9626	39.563548	-87.439812	
3 Freaks Brewing Co	7140 E County Line Rd	Highlands Ranch	CO	80126-3926	39.564975	-104.905928	www.3freaksbrewery.com
Blue Spruce Brewing	4151 E County Line Rd Unit G	Centennial	CO	80122-8113	39.566872	-104.939907	www.bluesprucebrewing.com
Blue Spruce Brewing Littleton	10577 W Centennial Rd	Littleton	CO	80127-4233	39.567646	-105.117848	www.bluesprucebrewing.com
Rock Bottom Brewery - Englewood	9627 E County Line Rd	Englewood	CO	80112-3502	39.567814	-104.873903	www.rockbottom.com
Inverness Brewing	16200 Markoe Rd	Monkton	MD	21111	39.56928	-76.576008	www.invernessbrewing.com
Ship Bottom Brewery	830 N Bay Ave, Store 23	Beach Haven	NJ	08008-2053	39.569542	-74.236399	www.shipbottombrewery.com
Crooked Handle Brewing Co.	760 N Main St	Springboro	OH	45066-8944	39.572965	-84.231084	www.crookedhandle.com
Johanssons Dining House	4 W Main St	Westminster	MD	21157-4816	39.575389	-76.995903	www.johanssonsdininghouse.com
Resolute Brewing Company	7286 S Yosemite St Ste 110	Centennial	CO	80112-2204	39.584753	-104.884963	www.resolutebrewingco.com
Screech Owl Brewing	2323 Ralph Livengood Rd	Bruceton Mills	WV	26525-5889	39.58889	-79.566	www.screechowlbrewing.com
Outer Range Brewing Co	182 Lusher Court #2	Frisco	CO	80443-6601	39.589342	-106.098909	www.outerrange.com
Halfpenny Brewing Company	5150 E Arapahoe Rd Ste D1-B	Centennial	CO	80122-4825	39.593685	-104.926562	www.halfpennybrewing.com
Breckenridge Brewery	2920 Brewery Ln	Littleton	CO	80120-2850	39.593807	-105.024429	www.breckenridgebrewery.com
Dad & Dudes Breweria	6730 S Cornerstar Way Ste D	Aurora	CO	80016-1571	39.593935	-104.806377	breweria.com
Peak View Brewing Company	9672 E Arapahoe Rd	Greenwood Village	CO	80112	39.594441	-104.876849	www.peakviewbrewing.com
Acidulous Brewing Company	6712 S Independence St	Littleton	CO	80128-4046	39.594904	-105.104014	
Coal Mine Ave Brewing Company	9719 W Coal Mine Ave Unit A	Littleton	CO	80123-8000	39.596444	-105.106432	www.coalmineavebrewing.com
Cushwa Brewing Co	10212 Governor Lane Blvd Ste 1012	Williamsport	MD	21795	39.596517	-77.804857	www.cushwabrewing.com
C.B. and Potts/Big Horn Brewery - Englewood	6575 Greenwood Plaza Blvd	Englewood	CO	80111-4933	39.597304	-104.895345	www.cbpotts.com
Bent Barley Brewing Company	6200 S Main St Ste 110	Aurora	CO	80016	39.604407	-104.708363	www.bentbarley.com/index.html
7 Hermits Brewing Company	PO Box 3186	Eagle	CO	81631-3186	39.607401	-106.805111	www.7hermitsbrewing.com
Elk River Brewing Co.	112 East Main Street	Elkton	MD	21921	39.607787	-75.829358	www.elkriverbrewing.com
Dive Bar Brewing Company	5994 S Holly Street #146	Greenwood Village	CO	80111	39.608104	-104.922701	divebarbeer.com
Locavore Beer Works	5950 S Platte Canyon Rd Ste D13	Littleton	CO	80123-7539	39.608762	-105.037322	www.locavorebeerworks.com
Planetary Brewing Company	500 Polk St Ste 22	Greenwood	IN	46143-1638	39.609356	-86.098209	www.planetarybrewing.com
Autumn Arch Beer Project	810 Pencader Dr	Newark	DE	19702	39.611624	-75.769507	www.autumnarch.com
Saint Patrick's Brewing Company	2842 W Bowles Ave	Littleton	CO	80120-1843	39.612344	-105.024433	www.stpatricksbrewco.com
Blind Faith Brewing	2842 W Bowles Ave	Littleton	CO	80120	39.612344	-105.024433	
Midnight Oil Brewing	674 Pencader Dr	Newark	DE	19702	39.612387	-75.764327	
Jackass Hill Brewery	2409 W Main St	Littleton	CO	80120	39.613906	-105.016488	jackasshillbrewery.com
Oaken Barrel Brewing Co	50 Airport Pkwy Ste L	Greenwood	IN	46143-1438	39.614796	-86.090155	www.oakenbarrel.com
Maryland Beer Company, LLC	601 N Bridge St Ste C	Elkton	MD	21921	39.615359	-75.838201	www.mdbeerco.com
Pinelands Brewing	140 7th Ave Unit 15	Little Egg Harbor Twp	NJ	08087-4259	39.616165	-74.343637	www.pinelandsbrewing.com
Lock 27 Brewing	1035 S Main St	Centerville	OH	45458-3840	39.619526	-84.159844	www.lock27brewing.com
Vail Brewing Company	41290 US Hwy 6	Vail	CO	81657	39.620435	-106.469226	www.vailbrewingco.com
Pinnacle Brewing Co/Groggs	1653 Carbonville Rd	Helper	UT	84526-2504	39.625825	-110.843255	
Chestnut Brew Works	444 Brockway Ave	Morgantown	WV	26501	39.627169	-79.951247	www.chestnutbrewworks.com
Dillon Dam Brewery	100 Little Dam Street	Dillon	CO	80435-4845	39.627572	-106.060455	www.dambrewery.com
Heavier Than Air Brewing Co	497 Miamisburg Centerville Rd	Centerville	OH	45459-4753	39.62805	-84.172719	www.heavierthanairbrewing.com
Pug Ryan's Brewing Company	104 Village Pl	Dillon	CO	80435-2515	39.628093	-106.046438	www.pugryans.com
The Bakers' Brewery	531 Silverthorne Ln	Silverthorne	CO	80498	39.629832	-106.067394	www.thebakersbrewery.com
Morgantown Brewing Company	1291 University Ave	Morgantown	WV	26505	39.630592	-79.957856	www.morgantownbrewing.com
Angry James Brewing Co	421 Adams Ave	Silverthorne	CO	80498	39.632234	-106.076163	www.angryjamesbrewing.com
MashCraft Brewing	1140 N State Road 135 Ste M	Greenwood	IN	46142-1016	39.632421	-86.158533	www.mashcraft.com
Vinyl Brewing Company, LLC	300B 12th St	Hammonton	NJ	0	39.632869	-74.806561	www.vinylbrewingnj.com
Norris English Pub	202 E Seminary St	Liberty	IN	47353-1206	39.634357	-84.924762	www.norrisenglishpub.com
Stewart's Brewing Co	219 Governors Pl	Bear	DE	19701-3026	39.635159	-75.661268	www.stewartsbrewingcompany.com
Two22 Brew	4550 S Reservoir Rd	Centennial	CO	80015-2878	39.635223	-104.759261	www.two22brew.com
Ruhlman Brewery/Our Ales	2300 Harvey Gummel Rd	Hampstead	MD	21074-1033	39.637242	-76.908794	
Tomfoolery Brewing	334 N Washington St Unit 24B	Hammonton	NJ	08037-1558	39.637761	-74.811477	www.tomfoolerybrewing.beer
Star City Brewing Company	319 S 2nd St	Miamisburg	OH	45342-2926	39.63798	-84.288627	www.starcitybrewing.com
Lariat Lodge Brewing	27618 Fireweed Dr	Evergreen	CO	80439-8462	39.638073	-105.313805	www.LariatLodgeBrewing.com
Lot 50 Brewing	PO Box 606	Paris	IL	61944-2210	39.638496	-87.740488	www.lot50brewing.com
Three 3's Brewery	50 13th St	Hammonton	NJ	08037-1559	39.638534	-74.811466	www.three3sbrewing.com
Lucky Star Brewery	219 S 2nd St	Miamisburg	OH	45342-2924	39.639188	-84.288105	www.luckystarbrewery.com
Pilothouse Brewing Company	4233 S Buckley Rd	Aurora	CO	80013-2947	39.64025	-104.792796	www.pilothousebrewco.com
Antietam Brewery,LLC	140 Western Maryland Pkwy Unit G	Hagerstown	MD	21740-5197	39.640334	-77.760221	www.antietambrewery.com
Vail Village Pilot and Tasting Room	141 E Meadow Dr Ste 209	Vail	CO	81657	39.642679	-106.375586	
Gore Range Brewery	105 Edwards Village Blvd	Edwards	CO	81632-2970	39.644477	-106.595459	www.gorerangebrewery.com
Wasser Brewing Company	102 E Franklin St	Greencastle	IN	46135-1220	39.644603	-86.863463	www.wasserbrewing.com
The Lodge Restaurant & Microbrewery	29042 Hide AWay Hills Rd	Sugar Grove	OH	43155-9607	39.646979	-82.471239	www.hideawayhillslodge.com
Dead Hippie Brewing	3701 S Santa Fe Dr Unit 7	Sheridan	CO	80110-3344	39.649068	-105.0041	www.deadhippiebrewing.com
Dry Dock Brewing Co- South Dock	15120 E Hampden Ave	Aurora	CO	80014-3906	39.652624	-104.811918	www.drydockbrewing.com
Boggy Draw Brewery	3535 S Platte River Dr Ste L	Sheridan	CO	80110-3307	39.652743	-105.010426	www.boggydrawbrewing.com
The Brew On Broadway (The BoB)	3445 S Broadway	Englewood	CO	80113-2528	39.654132	-104.98803	www.thebrewonbroadway.com
Valhalla Brewing Company	41 Cherry Hill Rd	Elkton	MD	21921	39.655391	-75.851552	www.valhallabrewco.com
Bonfire Brewing	127 W 2nd St	Eagle	CO	81631	39.655402	-106.828672	www.bonfirebrewing.com
Landlocked Ales	3225 S Wadsworth Blvd Unit R	Lakewood	CO	80227-5009	39.657828	-105.083478	www.landlockedales.com
Evergreen Brewery	2962 Evergreen Pkwy	Evergreen	CO	80439-7995	39.660551	-105.35206	www.evergreentaphouse.com
Bonfire Brewing Production	936 Chambers Ct. B-4	Eagle	CO	81631-5276	39.662463	-106.816873	
Falling Branch Brewery	825 Highland Rd	Street	MD	21154-1312	39.663845	-76.367995	fallingbranchbeer.com
Green Mountain Beer Company	2585 S Lewis Way Unit 110	Lakewood	CO	80227-6560	39.669319	-105.113672	www.greenmountainbeercompany.com
Rustica Brewing Company	2370 S Kalamath St Unit A	Denver	CO	80223-4248	39.6737	-105.000278	www.rusticabrewery.com
Peak To Peak Tap & Brew	16701 E Iliff Ave	Aurora	CO	80013	39.674118	-104.793854	www.peakbrews.com
Black Swan Brewpub	2067 E Hadley Rd	Plainfield	IN	46168-7484	39.674371	-86.373003	www.blackswanbrewpub.com
Comrade Brewing Company	7667 E ILIFF AVE Suite F	Denver	CO	80231	39.675021	-104.897796	comradebrewing.com
Declaration Brewing Company	2030 S Cherokee St	Denver	CO	80223-3917	39.679757	-104.990938	www.declarationbrewing.com
Great Frontier Brewing Company	2010 S Oak St	Lakewood	CO	80227-2050	39.681367	-105.117717	www.greatfrontierbeer.com
Platt Park Brewing Co.	1875 S Pearl St	Denver	CO	80210-3136	39.682633	-104.980609	www.plattparkbrewing.com
Devil Wind Brewing LLC	130 S Detroit St	Xenia	OH	45385	39.683158	-83.929281	www.devilwindbrewing.com
13th Child Brewery	345 S Main St	Williamstown	NJ	8094	39.683258	-74.991847	www.13thchildbrewery.com
Shaggy Ass Brewery / TJ Haase Winery	708 E 3rd St	Clinton	IN	47842	39.683294	-87.41317	www.tjhaasewinery.com
Iron Hill Brewery & Restaurant - Newark	147 East Main St	Newark	DE	19711-7313	39.683419	-75.746708	www.ironhillbrewery.com
Grandma's House	1710 S Broadway	Denver	CO	80210-3102	39.685465	-104.987172	www.grandmasbeer.com
Two Bald Guys Beverage Co	18090 Hazelnut Dr	Reno	NV	89508-6898	39.687372	-119.963414	www.drinktwobaldguys.com
Alternation Brewing Company	1539 S Broadway	Denver	CO	80210-2607	39.688661	-104.987898	https://www.facebook.com/alternationbrewingcompany/
ManaFirkin	450 East Bay Ave Ste 2	Manahawkin	NJ	8050	39.688734	-74.244043	
Copper Kettle Brewing Company	1338 S Valentia St Ste 100	Denver	CO	80247-2167	39.692469	-104.890485	www.copperkettledenver.com
Black Project Spontaneous & Wild Ales	1290 S Broadway	Denver	CO	80210-1504	39.69338	-104.987203	www.blackprojectbeer.com
Dos Luces Brewery	1236 S Broadway	Denver	CO	80210-1504	39.694047	-104.98707	www.dosluces.com
Cross Keys Brewing Co	1038 N Main St	Williamstown	NJ	08094-3161	39.696895	-75.008797	www.ckbcbeer.com
Slate Farm Brewery	2128 Whiteford Rd	Whiteford	MD	21160-1402	39.697617	-76.326362	
El Rancho Brewing	29260 US Highway 40	Evergreen	CO	80439-3700	39.699371	-105.332535	www.elranchobrewing.com
Chain Reaction Brewing Company	902 S Lipan St	Denver	CO	80223-2717	39.699631	-105.001199	www.chainreactionbrewingco.com
Launch Pad Brewery	884 S Buckley Rd	Aurora	CO	80017-3174	39.700681	-104.789766	www.launchpadbrewery.com
1812 Brewery	13006 Mason Road	Cumberland	MD	21502	39.701814	-78.698228	1812brewery.com
Eudora Brewing Co	3022 Wilmington Pike	Dayton	OH	45429	39.702324	-84.141127	www.eudorabrewing.com
Axe And Arrow Brewery	105 W High St.	Glassboro	NJ	8028	39.703171	-75.113025	
Bull & Bush Brewery	4700 E Cherry Creek South Dr	Denver	CO	80246-1819	39.703244	-104.932506	www.bullandbush.com
Over Yonder Brewing Company	18455 W Colfax Ave	Golden	CO	80401	39.703417	-105.205169	www.overyonderbrewing.com
Brew Link Brewing	212 E. Main	Plainfield	IN	46168-9659	39.703877	-86.400723	www.brewlinkbrewing.com
Guanella Pass Brewing Company, LLC	501 Rose Street	Georgetown	CO	80444	39.7058	-105.697343	www.guanellapass.com
Argilla Brewing Co @ Pietro's Pizza	2667 Kirkwood Hwy	Newark	DE	19711-7242	39.706134	-75.685278	www.argillabrewing.com
Mark Twain Brewing Company	422 N Main St	Hannibal	MO	63401-3324	39.712315	-91.357399	www.marktwainbrewery.com
Double Edge Brewing Co	158 W Chestnut St	Lancaster	OH	43130-4308	39.712394	-82.604217	www.double-edge.beer
Bonesaw Brewing Co.	570 Mullica Hill Road	Glassboro	NJ	8028	39.713005	-75.134672	www.bonesawbrewing.com
Eckert Malting and Brewing Co	2280 Ivy St Ste 130	Chico	CA	95928-8000	39.713143	-121.823589	www.eckertmaltingandbrewing.com
Twin Lakes Brewing Co	405 Marsh Ln Ste 7	Wilmington	DE	19804-2445	39.714355	-75.594407	www.twinlakesbrewingcompany.com
Secret Trail Brewing Company, LLC	132 Meyers St Ste 120	Chico	CA	95928-8002	39.714489	-121.817395	www.secrettrailbrewing.com
Nor Cal Brewing Co	180 Erma Ct	Chico	CA	95928	39.714803	-121.822595	www.norcalbc.com
Renegade Brewing Company - Production	918 W 1st Ave	Denver	CO	80223-1534	39.717656	-104.99923	www.renegadebrewing.com
Good River Beer Company	918 W 1st Ave	Denver	CO	80223	39.717656	-104.99923	www.grbeerco.com
Novel Strand Brewing	305 W 1st Ave	Denver	CO	80223-1509	39.718495	-104.99238	
TRVE Brewing Co	2600 W. 2nd Ave Unit 8	Denver	CO	80219	39.720108	-105.018949	trvebrewing.com
TRVE Brewing Co. - The Acid Temple	2600 W. 2nd Ave Unit 8	Denver	CO	80219	39.720108	-105.018949	
Burns Family Artisan Ales	2505 W 2nd Ave Unit 13	Denver	CO	80219-1655	39.72058	-105.017456	www.burnsalesdenver.com
Baere Brewing Company	320 Broadway Unit E	Denver	CO	80203-3955	39.72127	-104.987306	www.baerebrewing.com
Beech Bank Brewing Company	301 Main St	Beech Grove	IN	46107	39.721577	-86.08516	www.beechbankbrewing.com
Crazy Mountain Brewing Co	471 Kalamath St	Denver	CO	80204-5019	39.723664	-105.000335	www.crazymountainbrewery.com
Sleeping Giant Brewing Company	2500 W. 5th Ave.	Denver	CO	80204	39.723773	-105.016222	www.sleepinggiantbrewing.com
Banded Oak Brewing Company	470 N Broadway	Denver	CO	80203-3404	39.723781	-104.987105	Bandedoakbrewing.com
Black Sky Brewery	490 Santa Fe Dr	Denver	CO	80204-5024	39.723999	-104.998427	www.blackskybrewing.com
Sierra Nevada Brewing Co	1075 E 20th St	Chico	CA	95928-6722	39.724437	-121.815269	www.sierranevada.com
Carillon Brewing Company	1000 Carillon Blvd	Dayton	OH	45409-2023	39.728472	-84.200363	www.carillonbrewingco.org
The Intrepid Sojourner Beer Project	925 W 8th Ave	Denver	CO	80204-4333	39.729135	-104.999329	sojournerbeers.com
Lowdown Brewery + Kitchen	800 N Lincoln St Unit 2	Denver	CO	80203-2710	39.72931	-104.98576	www.lowdownbrewery.com
Kelly Green Brewing Co.	154 S Broadway # 156	Pitman	NJ	08071-2232	39.730328	-75.128945	www.kellygreenbrewing.com
Human Village Brewing Co.	148 S Broadway	Pitman	NJ	08071-2232	39.73044	-75.129196	www.humanvillagebrewingco.com
Renegade Brewing Company	925 W 9th Ave	Denver	CO	80204-4338	39.730626	-104.999364	renegadebrewing.com
Bellefonte Brewing Co	3605 Old Capitol Trl Unit C7/C8	Wilmington	DE	19808-6043	39.730744	-75.6338	www.bellefontebrewingco.com
South County Brewing Co	104 Mill St	Fawn Grove	PA	17321-9654	39.732359	-76.449397	www.southcountybrewing.com
Iron Hill Brewery & Restaurant - Wilmington	620 Justison St	Wilmington	DE	19801-5141	39.733509	-75.56056	www.ironhillbrewery.com
Brewery 121 LLC dba Old 121 Brewhouse	1057 S Wadsworth Blvd Ste 60	Lakewood	CO	80214	39.733789	-105.08158	www.old121brewhouse.com
Coda Brewing Company	15965 S Golden Rd. Ste C2	Golden	CO	80401	39.734319	-105.178656	www.codabrewing.com
CO-Brew	1133 N Broadway	Denver	CO	80203-2106	39.734572	-104.987634	www.cobrewdenver.com
Garfield Brewery	2310 Shelby St	Indianapolis	IN	46203	39.735347	-86.14002	www.garfieldbrewery.com
Pints Pub Brewery and Freehouse	221 W 13th Ave	Denver	CO	80204-2711	39.736969	-104.990845	www.pintspub.com
Strange Craft Beer Co	1330 Zuni St Ste M	Denver	CO	80204-2328	39.737229	-105.015268	www.strangecraft.com
Wit's End Brewing Co	1330 Zuni St Ste N	Denver	CO	80204-2328	39.737229	-105.015268	www.witsendbrewing.com
Neck of the Woods Brewing Company	614 Lambs Road Suite 7	Pitman	NJ	8071	39.739443	-75.145352	
Cerebral Brewing	1477 Monroe St	Denver	CO	80206-2708	39.739857	-104.94522	www.cerebralbrewing.com
Seedstock Brewery	3600 W Colfax Ave	Denver	CO	80204-1513	39.740064	-105.034835	www.seedstockbrewery.com
Alpine Dog Brewing Co	1505 N Ogden St	Denver	CO	80218-1405	39.740311	-104.974905	www.alpinedogbrewery.com
Fiction Beer Company	7101 E Colfax Ave	Denver	CO	80220-1805	39.740317	-104.905612	www.fictionbeer.com
Peak To Peak Tap & Brew	9735 E Colfax Ave	Aurora	CO	80013	39.740418	-104.874678	
WestFax Brewing Co.	6733 W Colfax Ave	Lakewood	CO	80214-1807	39.741572	-105.071018	www.westfaxbrewingcompany.com
Tommyknocker Brewery & Pub	1401 Miner St PO Box 3188	Idaho Springs	CO	80452	39.741573	-105.5178	www.tommyknocker.com
Westbound & Down Brewing Company	1617 Miner St	Idaho Springs	CO	80452	39.741732	-105.515595	www.westboundanddown.com
Thirsty Monk Pub Brewery	1604 E 17th Ave	Denver	CO	80218-1621	39.743054	-104.96817	
Vine Street Pub & Brewery	1700 Vine St	Denver	CO	80206-1120	39.74307	-104.962236	www.mountainsunpub.com
Stitch House Brewery	829 North Market Street	Wilmington	DE	19801	39.743831	-75.549174	www.stitchhousebrewery.com
Levi Garrison & Sons Brewing Company	105 W Bird St	Hamilton	MO	64644-1029	39.744399	-93.997688	www.lgsbrewingco.com
Tivoli Brewing Company	900 Auraria Pkwy Unit 240	Denver	CO	80204-1897	39.745064	-105.00616	www.tivolibrewingco.com
Little Machine	2924 W 20th Ave	Denver	CO	80211-4622	39.74746	-105.02454	www.littlemachinebeer.com
Rock Bottom Brewery - Denver	1001 16th St Ste 100	Denver	CO	80265-0100	39.747944	-104.994496	www.rockbottom.com
Rockmill Brewing Co	5705 Lithopolis Rd NW	Lancaster	OH	43130-9515	39.748172	-82.709766	www.rockmillbrewery.com
Ursula Brewery	2101 N Ursula St Unit 10	Aurora	CO	80045-7448	39.748954	-104.837864	www.ursulabrewery.com
Fountain Square Brewing Co	1301 Barth Ave	Indianapolis	IN	46203-1872	39.749691	-86.140495	www.fountainsquarebrewing.com
Woods Boss Brewing Company	2210 California St	Denver	CO	80205-2824	39.750937	-104.984541	www.woodsbossbrew.com
Briar Common Brewery	2298 N Clay St	Denver	CO	80211-5122	39.751058	-105.020383	www.briarcommon.com
Jagged Mountain Brewery	1139 20th St	Denver	CO	80202-1811	39.7521	-104.991127	www.jaggedmountainbrewery.com
Branch & Bone Artisan Ales	905 Wayne Ave	Dayton	OH	45410-1247	39.752177	-84.177233	www.branchandboneales.com
Cheluna Brewing Company	2501 Dallas St Unit 148	Aurora	CO	80010-1045	39.752229	-104.877384	www.cheluna.com
